4, 0.623746, 0.623746
5, 0.565217, 0.565217
6, 0.541806, 0.541806
7, 0.565217, 0.565217
8, 0.474916, 0.474916
9, 0.35786, 0.35786
10, 0.341137, 0.341137
11, 0.245819, 0.245819
12, 0.19398, 0.19398
13, 0.214047, 0.214047
14, 0.247492, 0.247492
15, 0.235786, 0.235786
16, 0.302676, 0.302676
17, 0.602007, 0.602007
18, 0.337793, 0.337793
19, 0.307692, 0.307692
20, 0.426421, 0.426421
21, 0.413043, 0.413043
25, 0.406355, 0.406355
27, 0.431438, 0.431438
29, 0.43311, 0.43311
30, 0.399666, 0.399666
34, 0.591973, 0.591973
35, 0.809365, 0.809365
36, 0.712375, 0.712375
37, 0.638796, 0.638796
38, 0.704013, 0.704013
39, 0.702341, 0.702341
40, 0.807692, 0.807692
41, 0.799331, 0.799331
42, 0.608696, 0.608696
43, 0.40301, 0.40301
44, 0.45485, 0.45485
45, 0.409699, 0.409699
46, 0.396321, 0.396321
47, 0.401338, 0.401338
48, 0.392977, 0.392977
49, 0.244147, 0.244147
50, 0.411371, 0.411371
51, 0.528428, 0.528428
52, 0.630435, 0.630435
53, 0.67893, 0.67893
54, 0.67893, 0.67893
57, 0.586957, 0.586957
59, 0.585284, 0.585284
60, 0.555184, 0.555184
62, 0.535117, 0.535117
64, 0.58194, 0.58194
65, 0.259197, 0.259197
66, 0.249164, 0.249164
67, 0.32107, 0.32107
68, 0.267559, 0.267559
69, 0.222408, 0.222408
70, 0.107023, 0.107023
71, 0.0367893, 0.0367893
72, 0.157191, 0.157191
73, 0.329431, 0.329431
74, 0.364549, 0.364549
75, 0.366221, 0.366221
76, 0.397993, 0.397993
77, 0.389632, 0.389632
78, 0.536789, 0.536789
79, 0.506689, 0.506689
80, 0.488294, 0.488294
81, 0.254181, 0.254181
82, 0.270903, 0.270903
83, 0.419732, 0.419732
84, 0.394649, 0.394649
85, 0.598662, 0.598662
86, 0.787625, 0.787625
87, 0.801003, 0.801003
88, 0.757525, 0.757525
89, 0.737458, 0.737458
90, 0.648829, 0.648829
92, 0.660535, 0.660535
93, 0.628763, 0.628763
94, 0.66388, 0.66388
95, 0.685619, 0.685619
96, 0.662207, 0.662207
97, 0.767559, 0.767559
98, 0.667224, 0.667224
99, 0.754181, 0.754181
100, 0.590301, 0.590301
101, 0.38796, 0.38796
102, 0.214047, 0.214047
103, 0.242475, 0.242475
104, 0.217391, 0.217391
105, 0.23913, 0.23913
106, 0.172241, 0.172241
107, 0.132107, 0.132107
108, 0.122074, 0.122074
109, 0.137124, 0.137124
110, 0.130435, 0.130435
111, 0.128763, 0.128763
112, 0.137124, 0.137124
113, 0.148829, 0.148829
114, 0.476589, 0.476589
115, 0.811037, 0.811037
116, 0.874582, 0.874582
117, 0.926421, 0.926421
118, 0.934783, 0.934783
119, 0.939799, 0.939799
120, 0.882943, 0.882943
121, 0.846154, 0.846154
122, 0.829431, 0.829431
123, 0.505017, 0.505017
124, 0.274247, 0.274247
125, 0.0351171, 0.0351171
126, 0.232441, 0.232441
127, 0.414716, 0.414716
128, 0.479933, 0.479933
129, 0.486622, 0.486622
130, 0.479933, 0.479933
131, 0.468227, 0.468227
132, 0.481605, 0.481605
133, 0.520067, 0.520067
134, 0.719064, 0.719064
135, 0.794314, 0.794314
136, 0.657191, 0.657191
138, 0.665552, 0.665552
139, 0.668896, 0.668896
140, 0.673913, 0.673913
141, 0.406355, 0.406355
142, 0.401338, 0.401338
143, 0.292642, 0.292642
144, 0.217391, 0.217391
145, 0.138796, 0.138796
146, 0.170569, 0.170569
147, 0.153846, 0.153846
148, 0.143813, 0.143813
149, 0.202341, 0.202341
150, 0.503344, 0.503344
151, 0.605351, 0.605351
152, 0.600334, 0.600334
153, 0.665552, 0.665552
154, 0.737458, 0.737458
155, 0.782609, 0.782609
156, 0.832776, 0.832776
157, 0.879599, 0.879599
158, 0.859532, 0.859532
159, 0.647157, 0.647157
160, 0.453177, 0.453177
161, 0.265886, 0.265886
162, 0.204013, 0.204013
