14, 0.0802676, 0.612172
19, 0.16388, 0.610979
25, 0.20903, 0.633652
30, 0.27592, 0.625298
33, 0.309365, 0.628878
37, 0.217391, 0.581146
38, 0.220736, 0.614558
39, 0.225753, 0.627685
40, 0.29097, 0.607399
41, 0.346154, 0.573986
42, 0.346154, 0.572792
45, 0.316054, 0.556086
46, 0.479933, 0.578759
47, 0.351171, 0.655131
48, 0.312709, 0.665871
49, 0.416388, 0.646778
50, 0.436455, 0.636038
53, 0.317726, 0.541766
54, 0.459866, 0.5179
55, 0.456522, 0.577566
56, 0.319398, 0.628878
57, 0.282609, 0.645585
60, 0.319398, 0.52864
61, 0.408027, 0.49642
62, 0.451505, 0.539379
63, 0.359532, 0.577566
64, 0.32107, 0.590692
65, 0.319398, 0.590692
67, 0.322742, 0.523866
68, 0.35786, 0.513126
69, 0.409699, 0.52148
70, 0.411371, 0.576372
71, 0.406355, 0.576372
75, 0.302676, 0.573986
76, 0.342809, 0.551313
77, 0.396321, 0.542959
78, 0.413043, 0.564439
79, 0.399666, 0.602625
80, 0.377926, 0.652745
81, 0.501672, 0.667064
82, 0.573579, 0.667064
83, 0.573579, 0.662291
85, 0.314381, 0.551313
87, 0.351171, 0.50358
88, 0.421405, 0.494033
89, 0.444816, 0.531026
90, 0.394649, 0.553699
91, 0.356187, 0.576372
92, 0.361204, 0.594272
93, 0.379599, 0.595465
94, 0.379599, 0.593079
96, 0.29097, 0.5358
97, 0.364549, 0.502387
98, 0.419732, 0.502387
99, 0.43311, 0.534606
100, 0.408027, 0.559666
101, 0.371237, 0.593079
102, 0.408027, 0.600239
103, 0.468227, 0.600239
104, 0.476589, 0.600239
105, 0.474916, 0.599045
106, 0.463211, 0.596659
107, 0.234114, 0.523866
108, 0.264214, 0.49642
109, 0.341137, 0.466587
110, 0.371237, 0.465394
113, 0.816054, 0.378282
115, 0.759197, 0.410501
116, 0.67893, 0.453461
117, 0.650502, 0.480907
118, 0.668896, 0.488067
119, 0.714047, 0.494033
120, 0.729097, 0.498807
121, 0.729097, 0.497613
122, 0.722408, 0.495227
124, 0.379599, 0.411695
125, 0.436455, 0.378282
126, 0.494983, 0.366348
127, 0.528428, 0.385442
128, 0.486622, 0.424821
129, 0.426421, 0.47494
130, 0.4699, 0.50716
131, 0.543478, 0.522673
132, 0.551839, 0.538186
133, 0.518395, 0.559666
134, 0.510033, 0.562053
135, 0.510033, 0.560859
151, 0.551839, 0.281623
155, 0.5301, 0.287589
165, 0.511706, 0.404535
170, 0.426421, 0.49642
171, 0.382943, 0.539379
172, 0.382943, 0.542959
173, 0.413043, 0.542959
174, 0.446488, 0.541766
175, 0.446488, 0.536993
188, 0.419732, 0.539379
196, 0.379599, 0.636038
210, 0.23913, 0.73389
217, 0.289298, 0.736277
225, 0.272575, 0.725537
226, 0.331104, 0.700477
227, 0.413043, 0.658711
228, 0.428094, 0.649165
229, 0.449833, 0.637231
230, 0.48495, 0.615752
231, 0.585284, 0.578759
232, 0.590301, 0.577566
234, 0.225753, 0.613365
235, 0.301003, 0.559666
236, 0.359532, 0.52148
237, 0.394649, 0.504773
238, 0.40301, 0.504773
239, 0.456522, 0.504773
240, 0.561873, 0.519093
241, 0.618729, 0.531026
242, 0.583612, 0.607399
243, 0.384615, 0.701671
251, 0.404682, 0.678998
252, 0.471572, 0.655131
253, 0.556856, 0.622912
254, 0.556856, 0.620525
278, 0.451505, 0.599045
283, 0.404682, 0.557279
286, 0.392977, 0.533413
290, 0.379599, 0.552506
295, 0.389632, 0.577566
299, 0.369565, 0.605012
303, 0.48495, 0.597852
306, 0.464883, 0.556086
310, 0.543478, 0.544153
314, 0.648829, 0.527446
318, 0.543478, 0.539379
323, 0.468227, 0.498807
339, 0.533445, 0.47494
340, 0.576923, 0.477327
341, 0.521739, 0.536993
342, 0.4699, 0.577566
343, 0.474916, 0.581146
344, 0.523411, 0.569212
345, 0.526756, 0.562053
346, 0.523411, 0.562053
350, 0.334448, 0.303103
351, 0.38796, 0.303103
352, 0.396321, 0.303103
356, 0.489967, 0.415274
357, 0.434783, 0.457041
358, 0.431438, 0.461814
359, 0.431438, 0.460621
365, 0.520067, 0.448687
369, 0.498328, 0.341289
374, 0.561873, 0.102625
377, 0.742475, 0.213604
378, 0.705686, 0.261337
379, 0.645485, 0.326969
380, 0.657191, 0.331742
381, 0.70903, 0.352029
382, 0.725753, 0.377088
383, 0.725753, 0.390215
385, 0.576923, 0.381862
386, 0.632107, 0.369928
387, 0.645485, 0.383055
388, 0.630435, 0.414081
389, 0.632107, 0.424821
390, 0.673913, 0.424821
391, 0.685619, 0.426014
398, 0.4699, 0.431981
402, 0.371237, 0.355609
406, 0.386288, 0.350835
410, 0.426421, 0.357995
414, 0.413043, 0.372315
415, 0.573579, 0.405728
416, 0.41806, 0.457041
418, 0.344482, 0.423628
422, 0.483278, 0.375895
427, 0.503344, 0.384248
430, 0.374582, 0.394988
434, 0.416388, 0.397375
438, 0.416388, 0.445107
443, 0.392977, 0.439141
447, 0.396321, 0.428401
452, 0.366221, 0.431981
457, 0.374582, 0.421241
471, 0.295987, 0.446301
475, 0.245819, 0.443914
479, 0.600334, 0.398568
483, 0.192308, 0.47494
487, 0.847826, 0.488067
491, 0.152174, 0.557279
495, 0.66388, 0.51074
499, 0.441472, 0.841289
503, 0.337793, 0.126492
508, 0.391304, 0.924821
